-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2022 
Location: Latitude  52.5   Longitude -3.5 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 255.11 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS10M
2021,1,1,0,1.94
2021,1,1,1,1.89
2021,1,1,2,2.07
2021,1,1,3,2.27
2021,1,1,4,2.55
2021,1,1,5,2.86
2021,1,1,6,3.04
2021,1,1,7,2.94
2021,1,1,8,2.96
2021,1,1,9,3.0
2021,1,1,10,3.19
2021,1,1,11,3.56
2021,1,1,12,3.64
2021,1,1,13,3.51
2021,1,1,14,3.27
2021,1,1,15,3.08
2021,1,1,16,3.25
2021,1,1,17,3.26
2021,1,1,18,3.27
2021,1,1,19,3.18
2021,1,1,20,3.06
2021,1,1,21,3.06
2021,1,1,22,3.09
2021,1,1,23,3.11
2021,1,2,0,3.07
2021,1,2,1,2.99
2021,1,2,2,2.99
2021,1,2,3,3.0
2021,1,2,4,2.98
2021,1,2,5,2.99
2021,1,2,6,3.1
2021,1,2,7,3.04
2021,1,2,8,2.99
2021,1,2,9,2.69
2021,1,2,10,2.48
2021,1,2,11,2.62
2021,1,2,12,2.79
2021,1,2,13,3.1
2021,1,2,14,3.07
2021,1,2,15,3.18
2021,1,2,16,3.34
2021,1,2,17,3.47
2021,1,2,18,3.59
2021,1,2,19,4.05
2021,1,2,20,4.35
2021,1,2,21,4.34
2021,1,2,22,4.38
2021,1,2,23,4.63
2021,1,3,0,4.79
2021,1,3,1,5.06
2021,1,3,2,5.28
2021,1,3,3,5.26
2021,1,3,4,5.43
2021,1,3,5,5.54
2021,1,3,6,5.34
2021,1,3,7,5.0
2021,1,3,8,5.16
2021,1,3,9,5.22
2021,1,3,10,4.96
2021,1,3,11,4.86
2021,1,3,12,4.93
2021,1,3,13,4.8
2021,1,3,14,4.39
2021,1,3,15,4.03
2021,1,3,16,4.36
2021,1,3,17,4.67
2021,1,3,18,4.85
2021,1,3,19,5.39
2021,1,3,20,5.6
2021,1,3,21,5.68
2021,1,3,22,5.88
2021,1,3,23,5.67
2021,1,4,0,4.99
2021,1,4,1,5.11
2021,1,4,2,5.28
2021,1,4,3,5.31
2021,1,4,4,5.51
2021,1,4,5,5.53
2021,1,4,6,5.4
2021,1,4,7,5.89
2021,1,4,8,5.72
2021,1,4,9,5.83
2021,1,4,10,5.97
2021,1,4,11,6.51
2021,1,4,12,6.71
2021,1,4,13,6.67
2021,1,4,14,6.64
2021,1,4,15,6.53
2021,1,4,16,6.45
2021,1,4,17,6.41
2021,1,4,18,6.42
2021,1,4,19,6.44
2021,1,4,20,5.95
2021,1,4,21,5.98
2021,1,4,22,6.31
2021,1,4,23,6.25
2021,1,5,0,6.11
2021,1,5,1,6.15
2021,1,5,2,5.73
2021,1,5,3,5.59
2021,1,5,4,5.99
2021,1,5,5,5.78
2021,1,5,6,5.68
2021,1,5,7,5.57
2021,1,5,8,5.12
2021,1,5,9,5.1
2021,1,5,10,5.25
2021,1,5,11,5.39
2021,1,5,12,5.45
2021,1,5,13,5.28
2021,1,5,14,4.95
2021,1,5,15,4.46
2021,1,5,16,4.37
2021,1,5,17,4.49
2021,1,5,18,4.88
2021,1,5,19,5.0
2021,1,5,20,4.77
2021,1,5,21,4.58
2021,1,5,22,4.48
2021,1,5,23,4.43
2021,1,6,0,4.39
2021,1,6,1,4.29
2021,1,6,2,4.21
2021,1,6,3,4.23
2021,1,6,4,4.12
2021,1,6,5,4.13
2021,1,6,6,4.07
2021,1,6,7,4.06
2021,1,6,8,3.9
2021,1,6,9,3.85
2021,1,6,10,3.78
2021,1,6,11,3.65
2021,1,6,12,3.47
2021,1,6,13,3.15
2021,1,6,14,2.33
2021,1,6,15,2.08
2021,1,6,16,2.41
2021,1,6,17,2.45
2021,1,6,18,2.39
2021,1,6,19,2.25
2021,1,6,20,2.06
2021,1,6,21,1.8
2021,1,6,22,1.47
2021,1,6,23,1.12
2021,1,7,0,0.77
2021,1,7,1,0.53
2021,1,7,2,0.52
2021,1,7,3,0.67
2021,1,7,4,0.79
2021,1,7,5,0.88
2021,1,7,6,0.98
2021,1,7,7,1.12
2021,1,7,8,1.3
2021,1,7,9,1.54
2021,1,7,10,1.78
2021,1,7,11,2.44
2021,1,7,12,2.8
2021,1,7,13,2.75
2021,1,7,14,2.54
2021,1,7,15,2.49
2021,1,7,16,2.5
2021,1,7,17,2.39
2021,1,7,18,2.11
2021,1,7,19,2.07
2021,1,7,20,2.2
2021,1,7,21,2.38
2021,1,7,22,2.63
2021,1,7,23,2.8
2021,1,8,0,2.92
2021,1,8,1,3.01
2021,1,8,2,2.98
2021,1,8,3,3.01
2021,1,8,4,3.02
2021,1,8,5,3.08
2021,1,8,6,3.27
2021,1,8,7,3.46
2021,1,8,8,3.29
2021,1,8,9,3.79
2021,1,8,10,4.38
2021,1,8,11,4.99
2021,1,8,12,5.32
2021,1,8,13,5.28
2021,1,8,14,5.05
2021,1,8,15,4.88
2021,1,8,16,4.45
2021,1,8,17,4.07
2021,1,8,18,3.91
2021,1,8,19,3.61
2021,1,8,20,3.54
2021,1,8,21,3.37
2021,1,8,22,2.88
2021,1,8,23,2.73
2021,1,9,0,2.67
2021,1,9,1,2.47
2021,1,9,2,2.22
2021,1,9,3,2.12
2021,1,9,4,2.02
2021,1,9,5,1.86
2021,1,9,6,1.61
2021,1,9,7,1.32
2021,1,9,8,1.05
2021,1,9,9,1.08
2021,1,9,10,0.99
2021,1,9,11,1.34
2021,1,9,12,1.53
2021,1,9,13,1.76
2021,1,9,14,1.64
2021,1,9,15,1.8
2021,1,9,16,2.13
2021,1,9,17,2.23
2021,1,9,18,2.26
2021,1,9,19,2.38
2021,1,9,20,2.56
2021,1,9,21,2.72
2021,1,9,22,2.92
2021,1,9,23,3.1
2021,1,10,0,3.18
2021,1,10,1,3.18
2021,1,10,2,3.27
2021,1,10,3,3.18
2021,1,10,4,3.05
2021,1,10,5,2.93
2021,1,10,6,2.87
2021,1,10,7,2.89
2021,1,10,8,2.91
2021,1,10,9,2.82
2021,1,10,10,2.74
2021,1,10,11,2.89
2021,1,10,12,2.91
2021,1,10,13,2.77
2021,1,10,14,2.78
2021,1,10,15,2.95
2021,1,10,16,3.21
2021,1,10,17,3.48
2021,1,10,18,3.56
2021,1,10,19,3.69
2021,1,10,20,3.83
2021,1,10,21,3.91
2021,1,10,22,4.0
2021,1,10,23,4.22
2021,1,11,0,4.62
2021,1,11,1,5.07
2021,1,11,2,5.6
2021,1,11,3,5.92
2021,1,11,4,6.13
2021,1,11,5,5.75
2021,1,11,6,6.17
2021,1,11,7,6.76
2021,1,11,8,6.85
2021,1,11,9,7.19
2021,1,11,10,7.9
2021,1,11,11,8.18
2021,1,11,12,8.46
2021,1,11,13,8.85
2021,1,11,14,9.09
2021,1,11,15,9.03
2021,1,11,16,9.1
2021,1,11,17,9.27
2021,1,11,18,9.39
2021,1,11,19,9.49
2021,1,11,20,9.48
2021,1,11,21,9.69
2021,1,11,22,10.13
2021,1,11,23,10.2
2021,1,12,0,10.1
2021,1,12,1,9.67
2021,1,12,2,9.14
2021,1,12,3,8.23
2021,1,12,4,6.86
2021,1,12,5,5.71
2021,1,12,6,4.6
2021,1,12,7,3.77
2021,1,12,8,3.09
2021,1,12,9,2.79
2021,1,12,10,2.72
2021,1,12,11,2.32
2021,1,12,12,2.08
2021,1,12,13,2.0
2021,1,12,14,1.75
2021,1,12,15,1.37
2021,1,12,16,1.43
2021,1,12,17,1.4
2021,1,12,18,1.36
2021,1,12,19,1.46
2021,1,12,20,1.69
2021,1,12,21,1.95
2021,1,12,22,2.22
2021,1,12,23,2.46
2021,1,13,0,2.51
2021,1,13,1,2.59
2021,1,13,2,2.78
2021,1,13,3,3.22
2021,1,13,4,3.82
2021,1,13,5,4.23
2021,1,13,6,5.01
2021,1,13,7,5.63
2021,1,13,8,5.82
2021,1,13,9,6.39
2021,1,13,10,7.3
2021,1,13,11,7.08
2021,1,13,12,6.86
2021,1,13,13,6.83
2021,1,13,14,6.3
2021,1,13,15,6.04
2021,1,13,16,5.88
2021,1,13,17,5.98
2021,1,13,18,6.03
2021,1,13,19,6.23
2021,1,13,20,5.81
2021,1,13,21,5.75
2021,1,13,22,5.91
2021,1,13,23,6.16
2021,1,14,0,6.3
2021,1,14,1,6.55
2021,1,14,2,6.06
2021,1,14,3,5.65
2021,1,14,4,5.17
2021,1,14,5,5.55
2021,1,14,6,6.75
2021,1,14,7,7.53
2021,1,14,8,7.61
2021,1,14,9,8.11
2021,1,14,10,8.58
2021,1,14,11,9.27
2021,1,14,12,9.54
2021,1,14,13,9.34
2021,1,14,14,8.87
2021,1,14,15,8.06
2021,1,14,16,6.91
2021,1,14,17,5.58
2021,1,14,18,4.19
2021,1,14,19,3.0
2021,1,14,20,2.29
2021,1,14,21,2.18
2021,1,14,22,1.94
2021,1,14,23,1.81
2021,1,15,0,1.75
2021,1,15,1,1.53
2021,1,15,2,1.36
2021,1,15,3,1.43
2021,1,15,4,1.78
2021,1,15,5,2.15
2021,1,15,6,2.18
2021,1,15,7,2.14
2021,1,15,8,2.58
2021,1,15,9,3.51
2021,1,15,10,4.01
2021,1,15,11,4.5
2021,1,15,12,4.77
2021,1,15,13,5.0
2021,1,15,14,5.12
2021,1,15,15,4.56
2021,1,15,16,4.84
2021,1,15,17,5.66
2021,1,15,18,5.95
2021,1,15,19,6.5
2021,1,15,20,7.22
2021,1,15,21,7.9
2021,1,15,22,8.44
2021,1,15,23,8.92
2021,1,16,0,9.65
2021,1,16,1,10.29
2021,1,16,2,10.28
2021,1,16,3,10.25
2021,1,16,4,9.21
2021,1,16,5,7.9
2021,1,16,6,6.54
2021,1,16,7,7.17
2021,1,16,8,6.98
2021,1,16,9,6.51
2021,1,16,10,6.57
2021,1,16,11,6.54
2021,1,16,12,6.72
2021,1,16,13,7.1
2021,1,16,14,6.64
2021,1,16,15,5.91
2021,1,16,16,5.72
2021,1,16,17,5.53
2021,1,16,18,5.67
2021,1,16,19,5.71
2021,1,16,20,6.04
2021,1,16,21,6.3
2021,1,16,22,6.27
2021,1,16,23,6.42
2021,1,17,0,6.78
2021,1,17,1,7.04
2021,1,17,2,6.68
2021,1,17,3,6.21
2021,1,17,4,6.35
2021,1,17,5,6.5
2021,1,17,6,6.21
2021,1,17,7,5.7
2021,1,17,8,5.1
2021,1,17,9,4.87
2021,1,17,10,4.72
2021,1,17,11,4.83
2021,1,17,12,4.82
2021,1,17,13,4.6
2021,1,17,14,4.35
2021,1,17,15,3.72
2021,1,17,16,3.22
2021,1,17,17,3.23
2021,1,17,18,3.32
2021,1,17,19,3.34
2021,1,17,20,3.44
2021,1,17,21,3.64
2021,1,17,22,3.96
2021,1,17,23,4.01
2021,1,18,0,4.17
2021,1,18,1,4.22
2021,1,18,2,4.42
2021,1,18,3,4.43
2021,1,18,4,4.43
2021,1,18,5,4.24
2021,1,18,6,4.14
2021,1,18,7,3.84
2021,1,18,8,3.64
2021,1,18,9,3.82
2021,1,18,10,3.86
2021,1,18,11,4.14
2021,1,18,12,4.38
2021,1,18,13,4.59
2021,1,18,14,5.21
2021,1,18,15,6.52
2021,1,18,16,6.92
2021,1,18,17,7.46
2021,1,18,18,8.15
2021,1,18,19,7.42
2021,1,18,20,6.85
2021,1,18,21,6.05
2021,1,18,22,5.55
2021,1,18,23,5.02
2021,1,19,0,5.64
2021,1,19,1,5.99
2021,1,19,2,6.23
2021,1,19,3,8.05
2021,1,19,4,9.19
2021,1,19,5,8.95
2021,1,19,6,9.07
2021,1,19,7,9.44
2021,1,19,8,9.55
2021,1,19,9,9.8
2021,1,19,10,10.1
2021,1,19,11,10.23
2021,1,19,12,10.68
2021,1,19,13,11.05
2021,1,19,14,10.57
2021,1,19,15,10.1
2021,1,19,16,9.63
2021,1,19,17,9.62
2021,1,19,18,10.13
2021,1,19,19,10.25
2021,1,19,20,10.31
2021,1,19,21,10.72
2021,1,19,22,10.68
2021,1,19,23,10.59
2021,1,20,0,10.34
2021,1,20,1,9.84
2021,1,20,2,9.41
2021,1,20,3,9.1
2021,1,20,4,9.24
2021,1,20,5,9.33
2021,1,20,6,9.32
2021,1,20,7,9.39
2021,1,20,8,9.42
2021,1,20,9,9.39
2021,1,20,10,9.54
2021,1,20,11,9.68
2021,1,20,12,10.2
2021,1,20,13,10.92
2021,1,20,14,10.35
2021,1,20,15,9.13
2021,1,20,16,7.16
2021,1,20,17,4.94
2021,1,20,18,4.07
2021,1,20,19,4.9
2021,1,20,20,6.57
2021,1,20,21,6.87
2021,1,20,22,7.17
2021,1,20,23,7.71
2021,1,21,0,7.87
2021,1,21,1,7.82
2021,1,21,2,7.67
2021,1,21,3,7.72
2021,1,21,4,7.77
2021,1,21,5,8.01
2021,1,21,6,8.46
2021,1,21,7,8.58
2021,1,21,8,8.48
2021,1,21,9,8.49
2021,1,21,10,8.22
2021,1,21,11,7.9
2021,1,21,12,7.48
2021,1,21,13,6.78
2021,1,21,14,5.76
2021,1,21,15,4.77
2021,1,21,16,4.43
2021,1,21,17,4.2
2021,1,21,18,4.16
2021,1,21,19,3.99
2021,1,21,20,4.12
2021,1,21,21,4.26
2021,1,21,22,4.04
2021,1,21,23,4.02
2021,1,22,0,4.04
2021,1,22,1,4.04
2021,1,22,2,4.0
2021,1,22,3,3.91
2021,1,22,4,3.84
2021,1,22,5,3.9
2021,1,22,6,3.81
2021,1,22,7,3.56
2021,1,22,8,3.3
2021,1,22,9,3.14
2021,1,22,10,3.41
2021,1,22,11,3.74
2021,1,22,12,3.95
2021,1,22,13,3.8
2021,1,22,14,3.64
2021,1,22,15,3.35
2021,1,22,16,2.86
2021,1,22,17,2.78
2021,1,22,18,2.9
2021,1,22,19,3.06
2021,1,22,20,2.99
2021,1,22,21,2.91
2021,1,22,22,2.73
2021,1,22,23,2.54
2021,1,23,0,2.42
2021,1,23,1,2.35
2021,1,23,2,2.37
2021,1,23,3,2.38
2021,1,23,4,2.51
2021,1,23,5,2.77
2021,1,23,6,2.99
2021,1,23,7,3.13
2021,1,23,8,3.23
2021,1,23,9,3.69
2021,1,23,10,4.14
2021,1,23,11,4.58
2021,1,23,12,4.85
2021,1,23,13,4.73
2021,1,23,14,4.15
2021,1,23,15,2.94
2021,1,23,16,2.73
2021,1,23,17,2.78
2021,1,23,18,2.65
2021,1,23,19,2.32
2021,1,23,20,2.03
2021,1,23,21,1.97
2021,1,23,22,2.09
2021,1,23,23,2.27
2021,1,24,0,2.44
2021,1,24,1,2.72
2021,1,24,2,3.17
2021,1,24,3,3.58
2021,1,24,4,4.05
2021,1,24,5,4.4
2021,1,24,6,4.26
2021,1,24,7,3.63
2021,1,24,8,2.32
2021,1,24,9,1.48
2021,1,24,10,0.92
2021,1,24,11,0.56
2021,1,24,12,1.37
2021,1,24,13,2.23
2021,1,24,14,3.12
2021,1,24,15,4.1
2021,1,24,16,5.06
2021,1,24,17,5.3
2021,1,24,18,5.17
2021,1,24,19,4.56
2021,1,24,20,3.85
2021,1,24,21,3.34
2021,1,24,22,3.23
2021,1,24,23,3.15
2021,1,25,0,3.04
2021,1,25,1,2.99
2021,1,25,2,3.07
2021,1,25,3,3.2
2021,1,25,4,3.26
2021,1,25,5,3.39
2021,1,25,6,3.48
2021,1,25,7,3.48
2021,1,25,8,3.41
2021,1,25,9,3.4
2021,1,25,10,3.95
2021,1,25,11,4.67
2021,1,25,12,4.96
2021,1,25,13,4.75
2021,1,25,14,4.31
2021,1,25,15,3.55
2021,1,25,16,3.4
2021,1,25,17,3.47
2021,1,25,18,3.52
2021,1,25,19,3.4
2021,1,25,20,3.26
2021,1,25,21,3.08
2021,1,25,22,2.99
2021,1,25,23,3.06
2021,1,26,0,3.08
2021,1,26,1,3.12
2021,1,26,2,3.42
2021,1,26,3,3.39
2021,1,26,4,3.48
2021,1,26,5,3.47
2021,1,26,6,4.11
2021,1,26,7,4.93
2021,1,26,8,5.49
2021,1,26,9,6.22
2021,1,26,10,6.96
2021,1,26,11,7.94
2021,1,26,12,8.66
2021,1,26,13,8.5
2021,1,26,14,8.29
2021,1,26,15,6.84
2021,1,26,16,4.96
2021,1,26,17,3.63
2021,1,26,18,3.37
2021,1,26,19,3.46
2021,1,26,20,3.71
2021,1,26,21,3.78
2021,1,26,22,3.57
2021,1,26,23,3.12
2021,1,27,0,2.92
2021,1,27,1,2.79
2021,1,27,2,2.77
2021,1,27,3,2.66
2021,1,27,4,2.54
2021,1,27,5,2.36
2021,1,27,6,2.24
2021,1,27,7,1.8
2021,1,27,8,1.25
2021,1,27,9,1.68
2021,1,27,10,1.79
2021,1,27,11,1.59
2021,1,27,12,1.35
2021,1,27,13,1.4
2021,1,27,14,1.49
2021,1,27,15,1.78
2021,1,27,16,2.09
2021,1,27,17,2.19
2021,1,27,18,2.19
2021,1,27,19,2.21
2021,1,27,20,2.38
2021,1,27,21,2.88
2021,1,27,22,3.53
2021,1,27,23,4.1
2021,1,28,0,4.37
2021,1,28,1,4.58
2021,1,28,2,6.08
2021,1,28,3,8.12
2021,1,28,4,8.47
2021,1,28,5,7.89
2021,1,28,6,7.26
2021,1,28,7,7.16
2021,1,28,8,6.92
2021,1,28,9,7.11
2021,1,28,10,6.95
2021,1,28,11,7.41
2021,1,28,12,6.94
2021,1,28,13,5.52
2021,1,28,14,5.26
2021,1,28,15,6.14
2021,1,28,16,6.05
2021,1,28,17,6.1
2021,1,28,18,6.55
2021,1,28,19,7.04
2021,1,28,20,7.36
2021,1,28,21,7.32
2021,1,28,22,8.62
2021,1,28,23,8.81
2021,1,29,0,7.89
2021,1,29,1,7.89
2021,1,29,2,7.68
2021,1,29,3,7.24
2021,1,29,4,6.82
2021,1,29,5,5.99
2021,1,29,6,5.2
2021,1,29,7,4.91
2021,1,29,8,4.98
2021,1,29,9,5.45
2021,1,29,10,6.08
2021,1,29,11,7.34
2021,1,29,12,7.87
2021,1,29,13,7.59
2021,1,29,14,7.37
2021,1,29,15,6.98
2021,1,29,16,5.86
2021,1,29,17,4.48
2021,1,29,18,2.89
2021,1,29,19,1.87
2021,1,29,20,1.29
2021,1,29,21,0.99
2021,1,29,22,2.22
2021,1,29,23,3.37
2021,1,30,0,4.73
2021,1,30,1,5.88
2021,1,30,2,7.17
2021,1,30,3,7.91
2021,1,30,4,8.55
2021,1,30,5,9.04
2021,1,30,6,9.53
2021,1,30,7,9.88
2021,1,30,8,10.36
2021,1,30,9,10.82
2021,1,30,10,10.88
2021,1,30,11,11.1
2021,1,30,12,10.87
2021,1,30,13,10.6
2021,1,30,14,10.41
2021,1,30,15,10.4
2021,1,30,16,10.15
2021,1,30,17,9.78
2021,1,30,18,9.46
2021,1,30,19,9.18
2021,1,30,20,8.77
2021,1,30,21,7.84
2021,1,30,22,6.9
2021,1,30,23,6.6
2021,1,31,0,6.77
2021,1,31,1,6.6
2021,1,31,2,6.0
2021,1,31,3,5.84
2021,1,31,4,6.14
2021,1,31,5,6.5
2021,1,31,6,6.76
2021,1,31,7,6.83
2021,1,31,8,6.73
2021,1,31,9,7.12
2021,1,31,10,7.49
2021,1,31,11,7.56
2021,1,31,12,7.84
2021,1,31,13,7.64
2021,1,31,14,7.26
2021,1,31,15,6.99
2021,1,31,16,6.77
2021,1,31,17,6.55
2021,1,31,18,6.29
2021,1,31,19,5.97
2021,1,31,20,5.65
2021,1,31,21,5.23
2021,1,31,22,4.7
2021,1,31,23,4.72
2021,2,1,0,4.54
2021,2,1,1,4.33
2021,2,1,2,4.05
2021,2,1,3,3.92
2021,2,1,4,3.63
2021,2,1,5,3.15
2021,2,1,6,2.94
2021,2,1,7,2.65
2021,2,1,8,3.02
2021,2,1,9,3.3
2021,2,1,10,3.32
2021,2,1,11,3.26
2021,2,1,12,2.98
2021,2,1,13,2.92
2021,2,1,14,2.9
2021,2,1,15,2.92
2021,2,1,16,2.99
2021,2,1,17,4.32
2021,2,1,18,5.11
2021,2,1,19,5.91
2021,2,1,20,6.5
2021,2,1,21,7.0
2021,2,1,22,7.61
2021,2,1,23,7.22
2021,2,2,0,6.75
2021,2,2,1,6.55
2021,2,2,2,5.9
2021,2,2,3,4.63
2021,2,2,4,5.54
2021,2,2,5,6.94
2021,2,2,6,6.78
2021,2,2,7,6.1
2021,2,2,8,5.82
2021,2,2,9,6.11
2021,2,2,10,6.15
2021,2,2,11,6.31
2021,2,2,12,6.9
2021,2,2,13,7.07
2021,2,2,14,7.36
2021,2,2,15,7.54
2021,2,2,16,8.19
2021,2,2,17,8.42
2021,2,2,18,8.33
2021,2,2,19,8.34
2021,2,2,20,8.29
2021,2,2,21,8.4
2021,2,2,22,8.69
2021,2,2,23,8.61
2021,2,3,0,8.25
2021,2,3,1,7.85
2021,2,3,2,7.24
2021,2,3,3,6.54
2021,2,3,4,5.59
2021,2,3,5,4.83
2021,2,3,6,4.1
2021,2,3,7,3.63
2021,2,3,8,3.63
2021,2,3,9,4.28
2021,2,3,10,4.92
2021,2,3,11,5.55
2021,2,3,12,5.75
2021,2,3,13,5.64
2021,2,3,14,5.36
2021,2,3,15,4.9
2021,2,3,16,3.92
2021,2,3,17,3.97
2021,2,3,18,4.1
2021,2,3,19,4.18
2021,2,3,20,4.29
2021,2,3,21,4.44
2021,2,3,22,4.79
2021,2,3,23,5.09
2021,2,4,0,5.1
2021,2,4,1,5.82
2021,2,4,2,6.19
2021,2,4,3,6.37
2021,2,4,4,6.07
2021,2,4,5,6.05
2021,2,4,6,6.26
2021,2,4,7,5.89
2021,2,4,8,6.05
2021,2,4,9,5.49
2021,2,4,10,4.86
2021,2,4,11,4.84
2021,2,4,12,4.65
2021,2,4,13,4.26
2021,2,4,14,3.74
2021,2,4,15,2.92
2021,2,4,16,2.37
2021,2,4,17,2.47
2021,2,4,18,2.47
2021,2,4,19,2.43
2021,2,4,20,2.4
2021,2,4,21,2.35
2021,2,4,22,2.38
2021,2,4,23,2.48
2021,2,5,0,2.62
2021,2,5,1,2.74
2021,2,5,2,2.83
2021,2,5,3,4.03
2021,2,5,4,4.41
2021,2,5,5,4.77
2021,2,5,6,5.07
2021,2,5,7,4.95
2021,2,5,8,4.89
2021,2,5,9,4.47
2021,2,5,10,4.27
2021,2,5,11,4.36
2021,2,5,12,4.03
2021,2,5,13,3.18
2021,2,5,14,2.53
2021,2,5,15,2.48
2021,2,5,16,2.64
2021,2,5,17,3.05
2021,2,5,18,2.67
2021,2,5,19,2.02
2021,2,5,20,1.78
2021,2,5,21,1.59
2021,2,5,22,1.53
2021,2,5,23,1.55
2021,2,6,0,1.55
2021,2,6,1,1.46
2021,2,6,2,1.32
2021,2,6,3,1.13
2021,2,6,4,0.96
2021,2,6,5,0.83
2021,2,6,6,0.73
2021,2,6,7,0.65
2021,2,6,8,0.52
2021,2,6,9,0.55
2021,2,6,10,0.92
2021,2,6,11,1.38
2021,2,6,12,2.07
2021,2,6,13,2.78
2021,2,6,14,2.96
2021,2,6,15,2.54
2021,2,6,16,2.55
2021,2,6,17,2.81
2021,2,6,18,2.93
2021,2,6,19,3.17
2021,2,6,20,3.83
2021,2,6,21,5.09
2021,2,6,22,5.96
2021,2,6,23,6.31
2021,2,7,0,6.82
2021,2,7,1,7.08
2021,2,7,2,7.29
2021,2,7,3,7.53
2021,2,7,4,7.53
2021,2,7,5,7.3
2021,2,7,6,7.07
2021,2,7,7,6.9
2021,2,7,8,7.01
2021,2,7,9,7.73
2021,2,7,10,8.79
2021,2,7,11,8.91
2021,2,7,12,8.79
2021,2,7,13,8.67
2021,2,7,14,8.41
2021,2,7,15,8.01
2021,2,7,16,7.45
2021,2,7,17,7.34
2021,2,7,18,7.48
2021,2,7,19,7.76
2021,2,7,20,8.05
2021,2,7,21,8.31
2021,2,7,22,8.5
2021,2,7,23,8.56
2021,2,8,0,8.59
2021,2,8,1,8.51
2021,2,8,2,8.29
2021,2,8,3,8.06
2021,2,8,4,7.95
2021,2,8,5,7.81
2021,2,8,6,7.65
2021,2,8,7,7.42
2021,2,8,8,7.32
2021,2,8,9,7.83
2021,2,8,10,8.34
2021,2,8,11,8.32
2021,2,8,12,8.17
2021,2,8,13,7.89
2021,2,8,14,7.47
2021,2,8,15,6.76
2021,2,8,16,6.31
2021,2,8,17,6.18
2021,2,8,18,6.18
2021,2,8,19,6.18
2021,2,8,20,6.28
2021,2,8,21,6.42
2021,2,8,22,6.47
2021,2,8,23,6.34
2021,2,9,0,6.1
2021,2,9,1,6.01
2021,2,9,2,6.06
2021,2,9,3,5.93
2021,2,9,4,5.94
2021,2,9,5,5.96
2021,2,9,6,6.03
2021,2,9,7,6.27
2021,2,9,8,7.27
2021,2,9,9,8.01
2021,2,9,10,8.19
2021,2,9,11,8.26
2021,2,9,12,8.07
2021,2,9,13,7.9
2021,2,9,14,7.94
2021,2,9,15,7.59
2021,2,9,16,7.4
2021,2,9,17,7.52
2021,2,9,18,7.83
2021,2,9,19,7.98
2021,2,9,20,7.84
2021,2,9,21,7.62
2021,2,9,22,7.39
2021,2,9,23,7.09
2021,2,10,0,6.92
2021,2,10,1,6.58
2021,2,10,2,6.35
2021,2,10,3,5.87
2021,2,10,4,5.52
2021,2,10,5,5.26
2021,2,10,6,4.83
2021,2,10,7,4.44
2021,2,10,8,4.47
2021,2,10,9,4.9
2021,2,10,10,5.83
2021,2,10,11,6.08
2021,2,10,12,5.99
2021,2,10,13,5.79
2021,2,10,14,5.57
2021,2,10,15,4.87
2021,2,10,16,3.78
2021,2,10,17,3.33
2021,2,10,18,3.45
2021,2,10,19,3.64
2021,2,10,20,3.69
2021,2,10,21,3.59
2021,2,10,22,3.45
2021,2,10,23,3.44
2021,2,11,0,3.67
2021,2,11,1,4.53
2021,2,11,2,5.2
2021,2,11,3,5.28
2021,2,11,4,5.98
2021,2,11,5,6.05
2021,2,11,6,5.92
2021,2,11,7,6.12
2021,2,11,8,7.09
2021,2,11,9,7.59
2021,2,11,10,8.8
2021,2,11,11,9.49
2021,2,11,12,9.8
2021,2,11,13,9.95
2021,2,11,14,9.91
2021,2,11,15,9.45
2021,2,11,16,8.7
2021,2,11,17,8.15
2021,2,11,18,8.33
2021,2,11,19,8.63
2021,2,11,20,8.79
2021,2,11,21,8.76
2021,2,11,22,8.53
2021,2,11,23,8.47
2021,2,12,0,8.4
2021,2,12,1,8.41
2021,2,12,2,8.46
2021,2,12,3,8.38
2021,2,12,4,8.45
2021,2,12,5,8.52
2021,2,12,6,8.5
2021,2,12,7,8.56
2021,2,12,8,8.77
2021,2,12,9,9.14
2021,2,12,10,9.87
2021,2,12,11,10.37
2021,2,12,12,10.3
2021,2,12,13,10.03
2021,2,12,14,9.71
2021,2,12,15,9.26
2021,2,12,16,8.75
2021,2,12,17,8.43
2021,2,12,18,8.61
2021,2,12,19,8.7
2021,2,12,20,8.6
2021,2,12,21,8.95
2021,2,12,22,9.3
2021,2,12,23,9.44
2021,2,13,0,9.78
2021,2,13,1,9.97
2021,2,13,2,9.94
2021,2,13,3,10.21
2021,2,13,4,10.51
2021,2,13,5,10.78
2021,2,13,6,10.95
2021,2,13,7,11.07
2021,2,13,8,11.19
2021,2,13,9,11.14
2021,2,13,10,11.17
2021,2,13,11,11.17
2021,2,13,12,11.11
2021,2,13,13,10.93
2021,2,13,14,10.66
2021,2,13,15,10.8
2021,2,13,16,10.64
2021,2,13,17,10.2
2021,2,13,18,9.43
2021,2,13,19,9.62
2021,2,13,20,9.75
2021,2,13,21,9.95
2021,2,13,22,10.47
2021,2,13,23,10.89
2021,2,14,0,11.05
2021,2,14,1,11.01
